contact_id,txn_id,txn_date,product_id,touch_type
437815923,422906782,6/21/15,USAUX,Web Visit
256392322,422906783,11/27/15,VUSTX,Web Visit
718826518,422906784,9/17/15,FGMNX,Call
969844681,422906785,1/30/16,VHDYX,Visit
297742119,422906786,9/14/15,VFIFX,Web Visit
528658863,422906787,12/31/15,PRLAX,Web Visit
159255449,422906788,12/9/15,VFFVX,Email
145912624,422906789,4/28/15,PRSCX,Email
369014176,422906790,12/24/15,VGELX,Call
434621263,422906791,6/15/15,PRFHX,Call
199504734,422906792,11/1/15,FDESX,Web Visit
235072871,422906793,11/6/15,FGCKX,Visit
580652990,422906794,6/25/15,ODVYX,Visit
348144378,422906795,7/18/15,FLATX,Call
100715008,422906796,3/21/15,USIBX,Call
246315635,422906797,11/25/15,JANDX,Visit
434468523,422906798,11/24/15,VGSIX,Email
879936180,422906799,10/5/15,VEXMX,Call
875240873,422906800,2/27/15,VINIX,Call
302986431,422906801,10/24/15,TRRDX,Web Visit
911510255,422906802,1/6/16,TRRMX,Email
965231607,422906803,8/15/15,WASCX,Call
264478610,422906804,7/28/15,FDGFX,Visit
518655280,422906805,6/18/15,PRESX,Visit
502191466,422906806,7/15/15,VIMSX,Web Visit
164954459,422906807,3/21/15,VASVX,Web Visit
183860705,422906808,1/18/15,TWCUX,Web Visit
362193406,422906809,11/2/15,FSCRX,Visit
134141109,422906810,2/8/15,VPCCX,Email
460271585,422906811,6/23/15,VFICX,Email
313614924,422906812,3/6/16,ODVYX,Visit
715380996,422906813,3/30/16,GASFX,Email
337782024,422906814,3/8/16,FDFAX,Call
130771191,422906815,1/25/16,SWTSX,Visit
453822570,422906816,11/18/15,TRRHX,Call
205932036,422906817,8/19/15,PRLAX,Web Visit
376230959,422906818,1/13/15,FSCRX,Email
100115851,422906819,4/6/15,FFFEX,Web Visit
416770315,422906820,12/21/15,FBALX,Visit
226297883,422906821,10/6/15,VFFVX,Web Visit
140266706,422906822,3/29/16,PRFHX,Email
718060727,422906823,5/17/15,RERCX,Call
451757743,422906824,2/24/15,VGSIX,Web Visit
761795582,422906825,12/22/15,MINIX,Call
144000493,422906826,3/27/16,VIVIX,Email
560290407,422906827,3/22/15,GSZIX,Visit
358341570,422906828,11/12/15,FFFDX,Call
920416567,422906829,11/15/15,FPACX,Call
118291191,422906830,2/6/15,AWSHX,Visit
479555286,422906831,12/31/15,BAICX,Visit
843287990,422906832,4/6/15,VTSAX,Email
102682108,422906833,8/30/15,MSIGX,Web Visit
272644069,422906834,2/20/16,DLTNX,Email
219887615,422906835,9/13/15,HACAX,Visit
324357480,422906836,9/22/15,VWIUX,Call
201254090,422906837,3/15/15,VASGX,Email
988363701,422906838,3/8/15,ANAYX,Call
817691496,422906839,3/7/16,MPGFX,Visit
250612381,422906840,5/11/15,VTSNX,Call
606697286,422906841,1/9/16,POAGX,Visit
173481249,422906842,11/29/15,PREMX,Call
747249191,422906843,1/13/15,ARTIX,Email
776080817,422906844,11/30/15,VFFVX,Call
245781328,422906845,9/1/15,VTXVX,Email
166895137,422906846,3/9/16,VBTIX,Web Visit
944110285,422906847,12/30/15,MINIX,Call
278356295,422906848,8/18/15,MWTRX,Call
237942831,422906849,6/2/15,VWESX,Visit
301239181,422906850,2/5/15,MDDVX,Visit
124751163,422906851,4/7/15,FASIX,Web Visit
753938809,422906852,3/27/16,BERIX,Visit
488954213,422906853,9/8/15,YACKX,Email
636249337,422906854,10/23/15,VWEHX,Web Visit
940288647,422906855,12/4/15,TWGTX,Email
944113292,422906856,1/18/15,VTWNX,Web Visit
509359552,422906857,2/11/16,ACRNX,Email
342329242,422906858,11/10/15,OGBCX,Call
797619954,422906859,2/9/16,PTTCX,Call
253180817,422906860,1/17/15,TOLLX,Visit
123291049,422906861,8/2/15,FSPTX,Call
646469558,422906862,7/22/15,VIMSX,Visit
135459444,422906863,7/12/15,VHCAX,Visit
440590203,422906864,7/15/15,DODBX,Call
521648891,422906865,12/12/15,MLPDX,Email
532205463,422906866,7/12/15,GENIX,Email
569180702,422906867,5/23/15,FOCPX,Call
904453706,422906868,5/9/15,POSKX,Visit
448943828,422906869,11/10/15,VIEIX,Visit
867576239,422906870,2/1/15,VGSNX,Web Visit
244489823,422906871,12/23/15,VIFSX,Email
168765902,422906872,4/22/15,JAMRX,Call
225955228,422906873,8/6/15,VTMGX,Visit
572733004,422906874,1/28/15,AEPGX,Call
176440151,422906875,6/28/15,ITHAX,Web Visit
614075991,422906876,1/19/15,PRPFX,Call
723966082,422906877,1/5/15,FDFAX,Web Visit
198721602,422906878,9/13/15,VQNPX,Email
407470451,422906879,5/25/15,VTHRX,Web Visit
570459079,422906880,7/27/15,MALOX,Call
719000349,422906881,8/19/15,VWEHX,Visit
574329328,422906882,10/5/15,OSTIX,Call
124311889,422906883,11/24/15,FSPTX,Web Visit
135860355,422906884,4/28/15,FMAGX,Visit
986522514,422906885,6/18/15,FAIRX,Visit
824265602,422906886,1/25/16,FUSVX,Visit
123259211,422906887,2/27/16,VWNEX,Email
694507867,422906888,12/18/15,TRBCX,Email
245763992,422906889,12/2/15,FSDIX,Visit
483320909,422906890,5/21/15,SPHIX,Visit
174305699,422906891,5/20/15,PRNHX,Web Visit
270682624,422906892,5/30/15,ARTQX,Web Visit
570267816,422906893,10/11/15,TRRHX,Web Visit
317187368,422906894,9/18/15,VEIEX,Visit
310304529,422906895,2/6/16,VIVIX,Call
134111258,422906896,3/26/15,VASGX,Visit
472682915,422906897,12/12/15,FSEMX,Web Visit
250172587,422906898,3/15/16,VBIIX,Email
172102500,422906899,2/14/15,NEWFX,Email
254101331,422906900,10/24/15,ACEIX,Web Visit
558093128,422906901,12/31/15,MFLDX,Web Visit
849502415,422906902,5/11/15,ARTIX,Call
366385533,422906903,3/13/16,USBSX,Visit
286233304,422906904,7/30/15,VTRIX,Call
954596866,422906905,12/16/15,VWEAX,Call
691168887,422906906,2/22/16,FSPTX,Web Visit
243818414,422906907,6/16/15,VWUSX,Call
622213455,422906908,2/6/15,ANWPX,Web Visit
846179899,422906909,2/8/15,LAFFX,Email
347060468,422906910,12/5/15,PRESX,Web Visit
835729588,422906911,2/16/16,POSKX,Call
180487125,422906912,5/24/15,VTMSX,Call
105717263,422906913,3/18/15,TOLLX,Call
380204202,422906914,2/10/16,FKTFX,Visit
170997195,422906915,2/6/16,SNXFX,Visit
534028522,422906916,1/13/15,VTENX,Email
104842361,422906917,1/4/16,SWTSX,Call
781245920,422906918,11/6/15,PRIDX,Visit
388881348,422906919,2/27/15,PVOYX,Email
123884602,422906920,6/8/15,MPGFX,Visit
205581394,422906921,5/23/15,TRRBX,Web Visit
145291302,422906922,10/10/15,LAFFX,Email
921160571,422906923,9/1/15,MSIGX,Email
880742113,422906924,2/15/16,AMCPX,Web Visit
692543675,422906925,1/12/15,FKINX,Visit
220638513,422906926,2/4/15,NYVTX,Web Visit
411009116,422906927,10/27/15,TRBCX,Call
165218030,422906928,2/10/16,PTTCX,Visit
220804863,422906929,9/12/15,SHSAX,Email
977015341,422906930,3/9/16,ODVYX,Email
458374938,422906931,11/29/15,JAVLX,Call
120908815,422906932,9/30/15,FBDIX,Call
324375492,422906933,5/31/15,FKUTX,Visit
246068679,422906934,6/27/15,FFFGX,Visit
417549140,422906935,1/21/15,USBSX,Visit
319388658,422906936,12/19/15,FAIRX,Web Visit
895592793,422906937,10/17/15,RERFX,Web Visit
346840799,422906938,1/2/16,WASCX,Web Visit
226003530,422906939,4/19/15,PIMIX,Call
801822148,422906940,6/4/15,VBTLX,Call
224785784,422906941,3/24/16,PRUAX,Web Visit
212108679,422906942,3/3/15,MSIGX,Call
706001051,422906943,1/23/16,HSCSX,Web Visit
102041102,422906944,10/23/15,MAMAX,Call
491060423,422906945,1/22/15,NYVTX,Email
224372369,422906946,12/30/15,GABUX,Web Visit
251352037,422906947,6/23/15,PRGTX,Email
743104269,422906948,11/18/15,VEIEX,Email
398526685,422906949,2/20/15,VTXVX,Web Visit
273333576,422906950,3/25/15,PONDX,Web Visit
728891351,422906951,3/26/15,VEIEX,Call
398289082,422906952,8/28/15,CGMRX,Call
136954168,422906953,11/22/15,HSGFX,Visit
505821534,422906954,1/27/16,USIBX,Visit
431236618,422906955,8/6/15,PONCX,Call
716648395,422906956,4/7/15,DODBX,Call
668343582,422906957,2/3/15,PRGFX,Visit
319504801,422906958,11/23/15,PRFHX,Web Visit
442471212,422906959,10/5/15,GFACX,Call
974998957,422906960,1/5/15,VGSNX,Visit
560183977,422906961,7/1/15,FPURX,Call
185314915,422906962,3/7/16,WASAX,Visit
966012827,422906963,3/15/16,HACAX,Web Visit
167321974,422906964,4/7/15,THOPX,Web Visit
446818931,422906965,10/31/15,FNCMX,Call
117871737,422906966,11/27/15,NYVTX,Call
452777278,422906967,2/25/16,OAKMX,Web Visit
894948662,422906968,3/15/15,PRNHX,Web Visit
229114082,422906969,3/16/16,VEURX,Web Visit
420778777,422906970,10/2/15,USHYX,Email
175653711,422906971,2/19/15,VSMAX,Email
933072611,422906972,12/1/15,VIMSX,Web Visit
213265186,422906973,3/20/16,FSNGX,Email
686150056,422906974,5/17/15,FSDIX,Call
405726613,422906975,6/21/15,SPECX,Call
290831225,422906976,3/26/15,FDVLX,Web Visit
675550777,422906977,12/24/15,VBIIX,Web Visit
314313550,422906978,2/10/16,VTMFX,Email
839759260,422906979,10/13/15,FUSVX,Web Visit
335311417,422906980,3/22/16,FSENX,Call
357604699,422906981,8/3/15,VWINX,Call
974151265,422906982,3/6/16,FDCAX,Call
894182232,422906983,1/17/15,FLCSX,Call
553535292,422906984,4/1/15,VTTVX,Email
121539336,422906985,11/3/15,VFORX,Call
502714947,422906986,5/13/15,MWTRX,Web Visit
220549069,422906987,3/27/16,VGELX,Email
226650192,422906988,2/18/16,FSRPX,Email
317166163,422906989,1/1/16,VPGDX,Call
278734326,422906990,6/11/15,PRFDX,Visit
129673891,422906991,1/12/15,AMRMX,Call
179741834,422906992,11/13/15,VTWNX,Visit
428247859,422906993,1/17/16,JANDX,Visit
614991639,422906994,9/24/15,VFIFX,Call
140846774,422906995,2/21/15,VMRGX,Email
684447051,422906996,4/15/15,VEXAX,Web Visit
214269413,422906997,9/16/15,FFNOX,Web Visit
214372073,422906998,8/21/15,VWITX,Email
471123169,422906999,9/18/15,CWGIX,Call
291352874,422907000,3/20/15,FRSTX,Email
603746163,422907001,2/3/15,PRFDX,Web Visit
132623841,422907002,3/2/16,FSDIX,Call
497030365,422907003,1/19/16,VHCAX,Web Visit
149522738,422907004,8/23/15,TWCUX,Visit
503016072,422907005,3/14/15,PONCX,Call
465885048,422907006,7/9/15,SWPPX,Visit
984802643,422907007,2/29/16,LSBDX,Visit
750184584,422907008,9/6/15,VIGIX,Email
101018815,422907009,1/26/15,PRDGX,Call
316978152,422907010,3/24/16,SWPPX,Call
110107971,422907011,11/2/15,PRFHX,Call
611396317,422907012,3/23/16,VDAIX,Call
521690348,422907013,8/2/15,CGMRX,Email
224962310,422907014,1/19/15,FPHAX,Email
289074243,422907015,8/28/15,NYVTX,Call
431631729,422907016,2/17/15,VUSTX,Email
135129137,422907017,3/26/15,VBINX,Call
374814522,422907018,2/23/16,TRRKX,Visit
826242374,422907019,3/25/15,HSGFX,Call
176338321,422907020,5/28/15,FASIX,Visit
418525242,422907021,5/11/15,VINIX,Web Visit
394629954,422907022,3/28/16,VTXVX,Call
867514235,422907023,12/26/15,TOLLX,Web Visit
335452138,422907024,1/8/15,OAKIX,Call
548165996,422907025,3/18/15,AWSHX,Visit
528658863,422907026,8/16/15,FSESX,Email
829622386,422907027,4/24/15,PRHYX,Visit
156473581,422907028,10/29/15,JAOSX,Email
994359559,422907029,8/3/15,MINIX,Email
492026587,422907030,3/20/16,VTIVX,Call
750416418,422907031,6/5/15,FDVLX,Call
193915683,422907032,1/7/15,MDDVX,Email
181283058,422907033,12/15/15,ARTMX,Call
799022681,422907034,8/23/15,HACAX,Email
595472464,422907035,12/5/15,SEQUX,Call
437082424,422907036,4/21/15,SMCWX,Visit
172046142,422907037,11/10/15,MWTRX,Web Visit
515848895,422907038,1/16/15,VSMAX,Visit
759928247,422907039,10/14/15,MDDVX,Visit
460894084,422907040,2/17/16,POSKX,Call
860875067,422907041,1/12/16,MDISX,Web Visit
874637646,422907042,10/19/15,FDIVX,Web Visit
295664019,422907043,2/16/15,VSCGX,Web Visit
252647783,422907044,3/4/16,PGNAX,Call
977344345,422907045,12/1/15,JATTX,Call
108857866,422907046,10/11/15,THOPX,Web Visit
459277449,422907047,2/11/16,VVIAX,Email
369536143,422907048,3/30/16,FSICX,Web Visit
850104648,422907049,7/4/15,SGIIX,Call
344274876,422907050,9/10/15,FRIFX,Email
250762419,422907051,9/29/15,DODBX,Web Visit
715347565,422907052,12/22/15,OAKLX,Visit
423438057,422907053,4/29/15,VMGRX,Visit
558144976,422907054,1/28/15,VINIX,Email
505548075,422907055,8/26/15,POAGX,Visit
266014732,422907056,4/6/15,VTTHX,Visit
944328472,422907057,7/14/15,FLMVX,Web Visit
275216171,422907058,7/10/15,ARTMX,Call
949844945,422907059,3/12/15,VFIFX,Web Visit
679236687,422907060,2/28/15,OAKLX,Email
106957754,422907061,12/14/15,VEMPX,Email
489917540,422907062,4/23/15,TOLLX,Web Visit
316113785,422907063,10/16/15,LSBRX,Email
210808998,422907064,6/1/15,FASIX,Email
313111454,422907065,3/22/16,FFFEX,Web Visit
106285204,422907066,6/1/15,VASGX,Call
254998552,422907067,8/27/15,VSEQX,Call
114910046,422907068,1/29/15,NHMAX,Web Visit
102407668,422907069,5/23/15,VSIAX,Web Visit
167321974,422907070,12/1/15,STFGX,Email
215299657,422907071,2/10/16,ANEFX,Web Visit
212573859,422907072,10/22/15,VBMPX,Call
427467443,422907073,9/5/15,FNARX,Visit
462939897,422907074,2/17/15,TPINX,Call
115814456,422907075,1/29/16,SGIIX,Web Visit
693140595,422907076,7/1/15,VEURX,Call
775082144,422907077,7/3/15,DODFX,Call
470647444,422907078,1/11/16,LAFFX,Email
169284822,422907079,7/23/15,SHSAX,Email
495486548,422907080,6/2/15,FDVLX,Call
212169314,422907081,9/5/15,MALOX,Web Visit
536838915,422907082,10/11/15,VTMGX,Web Visit
282466147,422907083,2/13/16,VTENX,Visit
245035827,422907084,2/16/16,FGCKX,Email
492527259,422907085,9/19/15,PRBLX,Web Visit
111698793,422907086,1/15/15,VTSAX,Web Visit
421868911,422907087,12/28/15,VTIVX,Email
528393063,422907088,1/1/15,TIBCX,Call
361207764,422907089,4/16/15,MINIX,Web Visit
280356916,422907090,3/15/15,FBALX,Email
154707511,422907091,12/2/15,FBGRX,Call
783598082,422907092,1/30/16,PIMIX,Visit
630082247,422907093,10/16/15,USIBX,Call
847721543,422907094,12/23/15,DODIX,Visit
629088255,422907095,3/10/15,VEIPX,Call
490535551,422907096,8/16/15,PRASX,Call
101229244,422907097,12/20/15,VTTVX,Visit
141925334,422907098,5/31/15,PRNEX,Visit
630887827,422907099,6/17/15,FLATX,Visit
116476769,422907100,3/2/15,AMRMX,Visit
501045142,422907101,9/28/15,PGNAX,Call
658075646,422907102,1/29/16,ONGIX,Call
145463801,422907103,10/29/15,FSIIX,Call
746872658,422907104,3/31/15,FSCRX,Email
272091609,422907105,1/9/15,TRRGX,Visit
638541532,422907106,8/20/15,USAUX,Email
117318983,422907107,3/28/16,FLCSX,Call
366697737,422907108,3/24/16,VWINX,Call
248081774,422907109,6/28/15,MFLDX,Call
809169678,422907110,3/29/15,VEXAX,Email
281458814,422907111,2/20/15,PRESX,Web Visit
622018738,422907112,8/29/15,ANWPX,Email
785134654,422907113,11/6/15,VDIGX,Visit
969757829,422907114,5/21/15,VTHRX,Web Visit
274975540,422907115,12/12/15,VPGDX,Web Visit
610522739,422907116,1/17/16,JABAX,Visit
681379623,422907117,11/3/15,PRPFX,Call
214138607,422907118,11/10/15,LAFFX,Visit
390464679,422907119,3/30/16,VBTIX,Email
284629420,422907120,12/25/15,TWGTX,Web Visit
181331994,422907121,2/9/16,GAUCX,Web Visit
136446174,422907122,4/2/15,VSMAX,Visit
814974494,422907123,5/10/15,AMRMX,Web Visit
161033693,422907124,4/7/15,MDLOX,Email
493301335,422907125,1/11/16,VSIAX,Call
366443723,422907126,7/3/15,PIREX,Visit
489289019,422907127,4/27/15,FPHAX,Visit
453921773,422907128,9/8/15,FSDIX,Visit
269739961,422907129,7/5/15,VGHAX,Web Visit
312432366,422907130,8/10/15,FSDAX,Call
960597934,422907131,1/3/15,PRBLX,Web Visit
190382641,422907132,5/23/15,FKGRX,Visit
128903466,422907133,6/3/15,GASFX,Web Visit
572981287,422907134,11/17/15,FBDIX,Visit
129673891,422907135,6/19/15,MFLDX,Email
290145462,422907136,12/1/15,FSTMX,Web Visit
411926873,422907137,1/8/16,VHCOX,Email
157639099,422907138,12/5/15,FSITX,Web Visit
104174800,422907139,7/2/15,VEXPX,Call
532600187,422907140,4/24/15,GENIX,Visit
620300013,422907141,3/2/16,VEMAX,Call
947053765,422907142,6/3/15,AWSHX,Email
458211428,422907143,9/24/15,SGENX,Email
194698180,422907144,11/5/15,FUSEX,Call
277816879,422907145,1/15/15,MAPTX,Web Visit
940550663,422907146,8/30/15,VMCIX,Call
587986770,422907147,3/28/15,USBSX,Email
274365204,422907148,11/12/15,FRIFX,Visit
303736439,422907149,2/10/15,SHSAX,Web Visit
467060687,422907150,1/28/15,PRSVX,Visit
361207764,422907151,5/12/15,VSGAX,Email
234775291,422907152,4/13/15,LAFFX,Visit
562764051,422907153,7/28/15,MPGFX,Email
645989532,422907154,2/23/15,VFFVX,Visit
361381368,422907155,3/31/15,PREIX,Visit
240897987,422907156,2/20/15,VMCIX,Visit
349878685,422907157,9/9/15,GENIX,Visit
148490309,422907158,4/28/15,VTMSX,Call
323092639,422907159,2/16/15,PIREX,Call
375308768,422907160,10/15/15,VWNFX,Web Visit
415161492,422907161,5/16/15,PRLAX,Email
105061100,422907162,1/31/16,VWEAX,Call
303931427,422907163,3/10/16,FDGFX,Call
801957984,422907164,11/22/15,VHCOX,Email
232881644,422907165,6/11/15,SMCWX,Web Visit
186337950,422907166,3/25/16,USAIX,Email
152352833,422907167,8/18/15,VSEQX,Visit
336970648,422907168,1/17/15,LMVTX,Email
159785226,422907169,5/12/15,VBTLX,Call
437721796,422907170,8/22/15,FBDIX,Call
859746784,422907171,2/11/15,MPGFX,Web Visit
621171110,422907172,1/13/16,VWUSX,Call
593968350,422907173,4/24/15,USBSX,Call
953571188,422907174,12/10/15,VTSNX,Email
136530686,422907175,11/15/15,PRFDX,Visit
619351254,422907176,10/20/15,VFFVX,Call
105126285,422907177,1/27/15,SEQUX,Call
220980458,422907178,10/7/15,FLCSX,Visit
143410075,422907179,2/3/16,VIIIX,Web Visit
377626056,422907180,3/30/15,VBIAX,Email
214759674,422907181,12/4/15,TEGBX,Web Visit
215165038,422907182,12/17/15,PTTAX,Email
659754254,422907183,1/3/15,FLCSX,Call
608445623,422907184,11/8/15,MMUFX,Visit
279892960,422907185,2/1/15,AWSHX,Visit
168193055,422907186,2/19/16,THOPX,Web Visit
377060563,422907187,1/1/16,VTIVX,Email
119465738,422907188,10/19/15,JAMRX,Email
652297852,422907189,10/24/15,VEMPX,Email
567117797,422907190,6/15/15,MAPTX,Visit
829197162,422907191,11/8/15,RERCX,Email
240469507,422907192,7/20/15,MALOX,Email
384701205,422907193,2/5/15,VPGDX,Call
946157005,422907194,7/24/15,PREIX,Email
106029960,422907195,11/6/15,VDIGX,Visit
235591357,422907196,2/25/15,SPECX,Email
433389520,422907197,4/29/15,FPHAX,Email
685720372,422907198,9/19/15,MAGWX,Call
307902636,422907199,1/13/15,CSRSX,Email
828202701,422907200,9/16/15,VGELX,Visit
719084657,422907201,12/31/15,JAOSX,Visit
635160197,422907202,10/1/15,MDDVX,Web Visit
457082136,422907203,7/13/15,FDCAX,Email
422513438,422907204,7/12/15,ARTIX,Call
228025207,422907205,3/7/15,OTCFX,Web Visit
830387240,422907206,1/22/16,VWIGX,Web Visit
732410424,422907207,7/7/15,CAIBX,Web Visit
182782556,422907208,1/21/16,FRSTX,Visit
330569668,422907209,2/11/15,PRRIX,Web Visit
578389856,422907210,6/16/15,VEXMX,Visit
637026330,422907211,6/23/15,GAUCX,Call
592683576,422907212,1/5/15,VTHRX,Visit
892403414,422907213,2/2/15,VITSX,Web Visit
186527303,422907214,6/18/15,NICSX,Web Visit
155002239,422907215,8/22/15,GABUX,Web Visit
275968452,422907216,8/30/15,VTMFX,Visit
373711804,422907217,2/7/16,FSAGX,Call
880189803,422907218,2/18/15,ARTMX,Email
339532713,422907219,11/21/15,PRHSX,Email
508139687,422907220,4/25/15,JNBAX,Call
365460138,422907221,2/9/16,AEPGX,Visit
400767356,422907222,7/12/15,FUSVX,Call
550557820,422907223,7/4/15,FSENX,Call
309683604,422907224,10/20/15,OAKMX,Visit
375233399,422907225,2/15/16,FDVLX,Email
516555182,422907226,1/12/15,AMRMX,Visit
163735248,422907227,2/20/15,FRDPX,Call
470340374,422907228,8/4/15,OAKLX,Visit
115814456,422907229,12/17/15,FIGRX,Email
702491707,422907230,3/2/16,JAVLX,Visit
372156159,422907231,8/5/15,MPGFX,Email
164878812,422907232,1/24/16,FSIVX,Call
453261771,422907233,4/16/15,GASFX,Visit
556003857,422907234,10/14/15,TAREX,Web Visit
945988454,422907235,11/14/15,RMUNX,Call
297065190,422907236,3/13/16,CSRSX,Email
612541826,422907237,1/24/16,FMAGX,Email
106626609,422907238,2/24/16,PREMX,Email
434658628,422907239,10/1/15,FBGRX,Web Visit
237259455,422907240,9/8/15,TRRNX,Email
850235209,422907241,3/30/15,VFIFX,Visit
408152843,422907242,2/17/15,SGROX,Call
829197162,422907243,9/10/15,TPINX,Email
820406997,422907244,9/13/15,VUSTX,Visit
512113736,422907245,10/15/15,VIMSX,Web Visit
736405169,422907246,3/7/15,FSRPX,Visit
328554953,422907247,11/7/15,MMUFX,Call
831307582,422907248,12/24/15,VWEHX,Visit
529051675,422907249,2/6/15,TRRIX,Email
373568857,422907250,3/19/15,FUSEX,Call
744983238,422907251,4/11/15,FNMIX,Call
907980429,422907252,3/19/15,TRRMX,Web Visit
767299714,422907253,6/8/15,PRSVX,Visit
143788705,422907254,2/27/16,GASFX,Web Visit
128930431,422907255,9/16/15,WASCX,Visit
854693331,422907256,8/22/15,ACRNX,Visit
457966631,422907257,6/12/15,MDLOX,Email
132435308,422907258,1/10/15,FSIVX,Visit
213524023,422907259,2/10/16,USSPX,Email
406184763,422907260,9/26/15,RMUNX,Email
337268166,422907261,3/21/16,VWNEX,Email
943513530,422907262,8/14/15,FPACX,Call
681125858,422907263,2/12/16,TRRHX,Email
838974949,422907264,3/29/16,TRRIX,Visit
934319330,422907265,1/31/16,VTENX,Web Visit
697323360,422907266,1/3/16,THOPX,Web Visit
252221760,422907267,8/16/15,VITPX,Call
302625145,422907268,11/23/15,VHCAX,Visit
240385428,422907269,10/15/15,PRLAX,Visit
203660933,422907270,9/22/15,TBGVX,Call
102121773,422907271,2/19/16,VITPX,Visit
191077923,422907272,4/22/15,FSPHX,Email
544625612,422907273,8/19/15,LSBRX,Visit
819480976,422907274,10/19/15,ODMAX,Visit
562057215,422907275,2/13/16,FSRPX,Email
667995773,422907276,8/12/15,MCLOX,Email
209729101,422907277,5/14/15,VHCAX,Visit
273716036,422907278,4/16/15,HACAX,Web Visit
155035081,422907279,6/11/15,PCRIX,Email
324799423,422907280,4/25/15,ARTQX,Visit
429368861,422907281,5/13/15,VSGAX,Web Visit
172514182,422907282,8/23/15,FSTMX,Call
135129137,422907283,12/31/15,VMGRX,Web Visit
434468523,422907284,10/15/15,GASFX,Call
548968691,422907285,3/15/16,VEXMX,Visit
269981004,422907286,12/9/15,TRRJX,Call
163125146,422907287,1/1/16,FDFAX,Visit
493664784,422907288,6/15/15,TRRMX,Web Visit
346763459,422907289,8/25/15,POGRX,Call
621651518,422907290,6/12/15,TRMCX,Web Visit
227896774,422907291,7/23/15,VHDYX,Visit
455954649,422907292,5/13/15,VQNPX,Web Visit
167008537,422907293,4/23/15,TRRBX,Visit
240385428,422907294,3/4/16,FOCPX,Visit
323453036,422907295,11/6/15,OTCFX,Email
397303021,422907296,12/19/15,AMCPX,Email
271254282,422907297,3/26/15,ORNAX,Call
386378851,422907298,9/14/15,VDAIX,Call
235001719,422907299,8/25/15,PRHSX,Email
828202701,422907300,10/9/15,CAIBX,Call
794421001,422907301,11/30/15,VBIIX,Call
483675389,422907302,5/31/15,MMUFX,Visit
159923710,422907303,7/8/15,FDVLX,Web Visit
168500096,422907304,2/7/16,TRLGX,Email
289636140,422907305,12/17/15,NICSX,Visit
172394343,422907306,6/5/15,VWNDX,Visit
136510457,422907307,11/14/15,FFFGX,Call
861124104,422907308,12/17/15,RERCX,Email
355133143,422907309,6/8/15,SEQUX,Visit
199651188,422907310,3/11/16,JNBCX,Web Visit
587570281,422907311,1/16/16,ANAYX,Call
685858105,422907312,3/18/16,VBMFX,Visit
101220316,422907313,5/4/15,VAIPX,Visit
260633862,422907314,8/23/15,RMUNX,Web Visit
490553982,422907315,4/1/15,VTSAX,Call
257361004,422907316,3/10/15,PIMIX,Visit
766406351,422907317,4/18/15,VWEHX,Email
875725691,422907318,7/16/15,VFIJX,Web Visit
245083566,422907319,7/10/15,USAWX,Call
513122954,422907320,3/16/16,VIPSX,Visit
231327536,422907321,8/17/15,VGHCX,Call
907681822,422907322,8/31/15,CAIBX,Call
387759698,422907323,3/23/15,VTTVX,Visit
765770660,422907324,12/31/15,DODBX,Call
477044084,422907325,1/23/16,PGNAX,Web Visit
649731624,422907326,1/5/16,LSBDX,Call
386823423,422907327,2/5/16,KAUFX,Call
861453825,422907328,10/23/15,VDIGX,Web Visit
251776711,422907329,9/15/15,VFFVX,Call
366537406,422907330,11/21/15,VTIVX,Web Visit
369898455,422907331,12/3/15,AWSHX,Call
315903006,422907332,9/6/15,ACRNX,Web Visit
790218969,422907333,11/11/15,ITHAX,Call
712441481,422907334,8/26/15,VTMFX,Visit
319388658,422907335,2/1/16,YAFFX,Call
559613146,422907336,3/6/15,SGENX,Email
321432787,422907337,11/27/15,ONGIX,Web Visit
714470163,422907338,10/9/15,FCNTX,Web Visit
433331800,422907339,11/23/15,FSELX,Email
451316410,422907340,3/4/15,ABNDX,Visit
984528100,422907341,6/14/15,FKUTX,Call
234337171,422907342,3/19/16,ANAYX,Visit
189368113,422907343,1/24/16,OAKBX,Web Visit
801024024,422907344,2/17/15,PRHSX,Email
781835432,422907345,2/19/16,VTMGX,Call
603746163,422907346,4/16/15,RERCX,Web Visit
519626258,422907347,3/17/15,FRESX,Visit
253538874,422907348,1/16/16,FSNGX,Call
848072065,422907349,3/10/15,AWSHX,Email
667727454,422907350,12/20/15,OGBCX,Call
108034080,422907351,6/6/15,MAPTX,Email
192852561,422907352,4/8/15,PRNEX,Email
254843962,422907353,3/7/15,FSEVX,Visit
234771482,422907354,2/21/15,FSICX,Call
860154194,422907355,10/9/15,PENNX,Visit
877097602,422907356,3/13/15,VFORX,Call
871902055,422907357,1/22/15,FPHAX,Call
330142968,422907358,8/3/15,FGMNX,Call
599362864,422907359,2/3/15,TRRNX,Visit
553137413,422907360,11/24/15,FDGFX,Visit
918972406,422907361,12/5/15,FFFHX,Visit
166369821,422907362,6/18/15,FLPSX,Call
718377298,422907363,2/29/16,MDDVX,Email
281319694,422907364,11/18/15,VTSNX,Web Visit
508337276,422907365,11/21/15,FSPTX,Visit
685203294,422907366,5/30/15,FMAGX,Email
358645572,422907367,8/8/15,NHMAX,Web Visit
447380870,422907368,3/6/16,VMLUX,Email
666558893,422907369,2/22/16,VITPX,Call
593967741,422907370,1/14/16,ACEIX,Visit
